Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"CEREALS READY TO EAT,MALT-O-MEAL,TOOTIE FRUITIES",vegetarian,Cereals,3.23,87.7,4.96,399.71
"APRICOTS,DEHYD (LOW-MOISTURE),SULFURED,UNCOOKED",vegetarian,Fruits,0.62,82.89,4.9,356.74
"BANANAS,DEHYD,OR BANANA PDR",vegetarian,Fruits,1.81,88.28,3.89,384.97
"PEACHES,DEHYD (LOW-MOISTURE),SULFURED,UNCOOKED",vegetarian,Fruits,1.03,83.18,4.89,361.55
"PRUNES,DEHYD (LOW-MOISTURE),UNCOOKED",vegetarian,Fruits,0.73,89.07,3.7,377.65
"JEW'S EAR,(PEPEAO),DRIED",vegetarian,Other vegetables,0.44,81.04,4.82,347.4
"ONIONS,DEHYDRATED FLAKES",vegetarian,Other vegetables,0.46,83.28,8.95,373.06
"POTATOES,MSHD,DEHYD,FLAKES WO/MILK,DRY FORM",vegetarian,Other vegetables,0.39,81.21,8.35,361.75
"POTATOES,MSHD,DEHYD,GRANULES WO/MILK,DRY FORM",vegetarian,Other vegetables,0.54,85.51,8.22,379.78
POTATO FLOUR,vegetarian,Other vegetables,0.34,83.08,6.9,362.98
