Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"TURKEY,FRYER-ROASTERS,WING,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,9.87,0,27.65,199.43
"TURKEY,YOUNG HEN,MEAT&SKIN&GIBLETS&NECK,COOKED,ROASTED",Non-vegetarian,Meat products,10.55,0.07,28,207.23
"TURKEY,YOUNG HEN,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,10.88,0,28.09,210.28
"TURKEY,YOUNG HEN,LT MEAT,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,9.4,0,28.64,199.16
"TURKEY,YOUNG HEN,LEG,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,10.5,0,27.73,205.42
"TURKEY,YOUNG TOM,MEAT&SKIN&GIBLETS&NECK,COOKED,ROASTED",Non-vegetarian,Meat products,8.81,0.1,27.97,191.57
"TURKEY,YOUNG TOM,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,9.06,0,28.09,193.9
"TURKEY,YOUNG TOM,DK MEAT,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,10.85,0,27.58,207.97
"TURKEY,YOUNG TOM,LEG,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,9.63,0,27.93,198.39
"TURKEY,YOUNG TOM,WING,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,11.5,0,27.45,213.3
HORMEL PILLOW PAK SLICED TURKEY PEPPERONI,Non-vegetarian,Meat products,11.52,3.78,30.99,242.76
"PORK,FRSH,LEG (HAM),WHL,LN,COOKED,ROASTED",Non-vegetarian,Meat products,9.44,0,29.41,202.6
"PORK,FRSH,LEG (HAM),RUMP HALF,LN,COOKED,ROASTED",Non-vegetarian,Meat products,8.14,0,30.94,197.02
"PORK,FRSH,LEG (HAM),SHANK HALF,LN,COOKED,ROASTED",Non-vegetarian,Meat products,10.5,0,28.21,207.34
"PORK,FRSH,LOIN,WHL,LN,COOKED,BRSD",Non-vegetarian,Meat products,9.12,0,28.57,196.36
"PORK,FRSH,LOIN,WHL,LN,COOKED,BRLD",Non-vegetarian,Meat products,9.8,0,28.57,202.48
"PORK,FRSH,LOIN,WHL,LN,COOKED,ROASTED",Non-vegetarian,Meat products,9.63,0,28.62,201.15
"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,COOKED,BRSD",Non-vegetarian,Meat products,8.31,0,29.78,193.91
"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,COOKED,BRLD",Non-vegetarian,Meat products,8.07,0,30.19,193.39
"PORK,FRSH,LOIN,CNTR LOIN (ROASTS),BONE-IN,LN,COOKED,ROASTED",Non-vegetarian,Meat products,9.01,0,27.55,191.29
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN,COOKED,BRSD",Non-vegetarian,Meat products,9.4,0,28.35,198
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN,COOKED,BRLD",Non-vegetarian,Meat products,9.74,0,30.76,210.7
"PORK,FRSH,LOIN,CNTR RIB (ROASTS),BONE-IN,LN,COOKED,ROASTED",Non-vegetarian,Meat products,11.16,0,28.72,215.32
"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN,COOKED,BRSD",Non-vegetarian,Meat products,9.01,0,27,189.09
"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONE-IN,LN,COOKED,BRLD",Non-vegetarian,Meat products,10.12,0,28.46,204.92
"PORK,FRSH,LOIN,SIRLOIN (ROASTS),BONE-IN,LN,COOKED,ROASTED",Non-vegetarian,Meat products,10.29,0,28.81,207.85
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BONELESS,LN&FAT,COOKED,BRLD",Non-vegetarian,Meat products,11.23,0,29.96,220.91
"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BONELESS,LN&FAT,COOKED,ROASTED",Non-vegetarian,Meat products,11.43,0,28.81,218.11
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BONELESS,LN,COOKED,BRSD",Non-vegetarian,Meat products,8.59,0,29.07,193.59
"PORK,FRSH,COMP OF RTL CUTS (LEG,LOIN,&SHLDR),LN,COOKED",Non-vegetarian,Meat products,9.66,0,29.27,204.02
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,PANCREAS,COOKED,BRSD",Non-vegetarian,Meat products,10.8,0,28.5,211.2
"PORK,CURED,HAM,CNTR SLICE,COUNTRY-STYLE,LN,RAW",Non-vegetarian,Meat products,8.32,0.3,27.8,187.28
"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN,COOKED,PAN-FRIED",Non-vegetarian,Meat products,10.47,0,32.18,222.95
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN,COOKED,PAN-FRIED",Non-vegetarian,Meat products,10.87,0,28.11,210.27
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BONELESS,LN,COOKED,PAN-FRIED",Non-vegetarian,Meat products,10.5,0,30.48,216.42
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONELESS,LN&FAT,COOKED,PAN-FRIED",Non-vegetarian,Meat products,11.8,0,27.68,216.92
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONELESS,LN,COOKED,BRSD",Non-vegetarian,Meat products,10.14,0,27.95,203.06
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONELESS,LN,COOKED,BRLD",Non-vegetarian,Meat products,10.05,0,29.46,208.29
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONELESS,LN,COOKED,PAN-FRIED",Non-vegetarian,Meat products,11.8,0,27.68,216.92
"PORK,FRSH,LOIN,CNTR RIB (ROASTS),BONELESS,LN,COOKED,ROASTED",Non-vegetarian,Meat products,10.13,0,28.81,206.41
"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONELESS,LN&FAT,COOKED,BRLD",Non-vegetarian,Meat products,8.6,0,30.52,199.48
"PORK,FRSH,LOIN,SIRLOIN (ROASTS),BONELESS,LN&FAT,COOKED,ROASTED",Non-vegetarian,Meat products,9.43,0,28.5,198.87
"PORK,FRSH,LOIN,SIRLOIN (ROASTS),BONELESS,LN,COOKED,ROASTED",Non-vegetarian,Meat products,8.27,0,28.85,189.83
"PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,COOKED,BRLD",Non-vegetarian,Meat products,8.11,0,29.86,192.43
"PORK,FRSH,COMP OF RTL CUTS (LOIN&SHLDR BLADE),LN,COOKED",Non-vegetarian,Meat products,9.44,0,29.47,202.84
