Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"CHICKEN,STEWING,DK MEAT,MEAT ONLY,RAW",Non-vegetarian,Meat products,8.12,0,19.7,151.88
"DUCK,DOMESTICATEDESTICATED,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,11.2,0,23.48,194.72
"PHEASANT,RAW,MEAT&SKIN",Non-vegetarian,Meat products,9.29,0,22.7,174.41
"TURKEY,ALL CLASSES,MEAT&SKIN,RAW",Non-vegetarian,Meat products,8.02,0,20.42,153.86
"TURKEY,ALL CLASSES,DK MEAT,MEAT&SKIN,RAW",Non-vegetarian,Meat products,8.8,0,18.92,154.88
"TURKEY,FRYER-ROASTERS,BACK,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,10.24,0,26.15,196.76
"TURKEY,YOUNG HEN,MEAT&SKIN&GIBLETS&NECK,RAW",Non-vegetarian,Meat products,8.78,0.11,20.15,160.06
"TURKEY,YOUNG HEN,MEAT&SKIN,RAW",Non-vegetarian,Meat products,9.09,0,20.18,162.53
"TURKEY,YOUNG HEN,LT MEAT,MEAT&SKIN,RAW",Non-vegetarian,Meat products,8.1,0,21.51,158.94
"TURKEY,YOUNG HEN,DK MEAT,MEAT&SKIN,RAW",Non-vegetarian,Meat products,10.25,0,18.65,166.85
"TURKEY,YOUNG HEN,BREAST,MEAT&SKIN,RAW",Non-vegetarian,Meat products,8.3,0,21.62,161.18
"TURKEY,YOUNG TOM,BACK,MEAT&SKIN,RAW",Non-vegetarian,Meat products,11.14,0,18.47,174.14
"TURKEY,YOUNG TOM,WING,MEAT&SKIN,RAW",Non-vegetarian,Meat products,11.22,0,20.45,182.78
"TURKEY THIGH,PRE-BASTED,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,8.54,0,18.8,152.06
"DUCK,YOUNG DUCKLING,DOMESTICATED,WHITE PEKIN,BRST,MEAT&SKIN,BONELESS,COOKED,ROASTED",Non-vegetarian,Meat products,10.85,0,24.5,195.65
"DUCK,YOUNG DUCKLING,DOMESTICATED,WHITE PEKIN,LEG,MEAT&SKIN,BONE IN,COOKED,ROASTED",Non-vegetarian,Meat products,11.4,0,26.75,209.6
"HONEY ROLL SAUSAGE,BEEF",Non-vegetarian,Meat products,10.5,2.18,18.58,177.54
"CARL BUDDIG,SMOKED SLICED HAM",Non-vegetarian,Meat products,9.3,1.1,18.5,162.1
"PORK,FRSH,LOIN,BLADE (CHOPS OR ROASTS),BONE-IN,LN,RAW",Non-vegetarian,Meat products,8.25,0,19.27,151.33
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BONELESS,LN&FAT,RAW",Non-vegetarian,Meat products,10.84,0,20.42,179.24
"PORK,FRSH,SHLDR,BLADE,BOSTON (ROASTS OR STEAKS),LN,RAW",Non-vegetarian,Meat products,8,0,19.37,149.48
"PORK,CURED,CANADIAN-STYLE BACON,GRILLED",Non-vegetarian,Meat products,8.44,1.35,24.24,178.32
"PORK,CURED,HAM,BONELESS,REG (APPROX 11% FAT),ROASTED",Non-vegetarian,Meat products,9.02,0,22.62,171.66
"PORK,CURED,HAM,BONELESS,EX LN&REG,UNHTD",Non-vegetarian,Meat products,8.39,2.28,18.26,157.67
"PORK,CURED,HAM,EX LN&REG,CANNED,ROASTED",Non-vegetarian,Meat products,8.43,0.49,20.94,161.59
"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,RAW",Non-vegetarian,Meat products,8.25,0,19.27,151.33
"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONELESS,LN&FAT,COOKED,BRSD",Non-vegetarian,Meat products,8.38,0,26.54,181.58
"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BONELESS,LN&FAT,RAW",Non-vegetarian,Meat products,11.61,0,20.24,185.45
"HORMEL ALWAYS TENDER,CNTR CUT CHOPS,FRSH PORK",Non-vegetarian,Meat products,9.62,0.84,18.74,164.9
