Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"BABYFOOD,FRUIT,APRICOT W/TAPIOCA,JUNIOR",Vegetarian,Miscellaneous,0,17.3,0.3,70.4
"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,STRAINED",Vegetarian,Miscellaneous,0.1,15.3,0.4,63.7
"BABYFOOD,FRUIT,PEARS,STRAINED",Vegetarian,Miscellaneous,0.2,10.8,0.3,46.2
"BABYFOOD,FRUIT,PEARS,JUNIOR",Vegetarian,Miscellaneous,0.1,11.6,0.3,48.5
"BABYFOOD,PEARS,DICES,TODDLER",Vegetarian,Miscellaneous,0.1,13.6,0.3,56.5
"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,STRAINED",Vegetarian,Miscellaneous,0.2,11.6,0.2,49
"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,JUNIOR",Vegetarian,Miscellaneous,0.2,12.4,0.2,52.2
"BABYFOOD,FRUIT,APPLSAUC&CHIES,STRAINED",Vegetarian,Miscellaneous,0,14.1,0,56.4
"BABYFOOD,FRUIT,APPLSAUC&CHIES,JUNIOR",Vegetarian,Miscellaneous,0,14.1,0,56.4
"BABYFOOD,FRUIT,APPLSAUC W/BANANA,JUNIOR",Vegetarian,Miscellaneous,0.1,16.16,0.37,67.02
"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,STRAINED",Vegetarian,Miscellaneous,0.1,10.1,0.1,41.7
"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,JUNIOR",Vegetarian,Miscellaneous,0.1,10.5,0.1,43.3
"BABYFOOD,FRUIT,APPL&RASPBY,W/SUGAR,STRAINED",Vegetarian,Miscellaneous,0.2,15.7,0.2,65.4
"BABYFOOD,FRUIT,APPL&RASPBY,W/SUGAR,JUNIOR",Vegetarian,Miscellaneous,0.2,15.5,0.2,64.6
"BABYFOOD,FRUIT&VEG,APPL&SWT POTATO",Vegetarian,Miscellaneous,0.22,15.3,0.3,64.38
"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,STRAINED",Vegetarian,Miscellaneous,0,17.8,0.2,72
"BABYFOOD,FRUIT,PEARS&PNAPPL,STRAINED",Vegetarian,Miscellaneous,0.1,10.9,0.3,45.7
"BABYFOOD,FRUIT,PEARS&PNAPPL,JUNIOR",Vegetarian,Miscellaneous,0.2,11.4,0.3,48.6
"BABYFOOD,FRUIT,GUAVA&PAPAYA W/TAPIOCA,STRAINED",Vegetarian,Miscellaneous,0.1,17,0.2,69.7
"BABYFOOD,PEACHES,DICES,TODDLER",Vegetarian,Miscellaneous,0.2,11.8,0.5,51
"BABYFOOD,FRUIT,APPL&BLUEBY,STRAINED",Vegetarian,Miscellaneous,0.2,16.3,0.2,67.8
"BABYFOOD,FRUIT,APPL&BLUEBY,JUNIOR",Vegetarian,Miscellaneous,0.2,16.6,0.2,69
"BABYFOOD,JUICE,APPLE",Vegetarian,Miscellaneous,0.1,11.7,0,47.7
"BABYFOOD,APPLE-BANANA JUC",Vegetarian,Miscellaneous,0.1,12.3,0.2,50.9
"BABYFOOD,JUC,APPL&PEACH",Vegetarian,Miscellaneous,0.1,10.5,0.2,43.7
"BABYFOOD,APPLE-CRANBY JUC",Vegetarian,Miscellaneous,0.02,11.4,0,45.78
"BABYFOOD,JUC,APPL&PLUM",Vegetarian,Miscellaneous,0,12.3,0.1,49.6
"BABYFOOD,JUICE,ORANGE",Vegetarian,Miscellaneous,0.3,10.2,0.6,45.9
"BABYFOOD,JUC,ORANGE&APPL",Vegetarian,Miscellaneous,0.2,10.1,0.4,43.8
"BABYFOOD,JUC,ORANGE&APPL&BANANA",Vegetarian,Miscellaneous,0.1,11.5,0.4,48.5
"BABYFOOD,JUC,ORANGE&APRICOT",Vegetarian,Miscellaneous,0.1,10.9,0.8,47.7
"BABYFOOD,JUC,ORANGE&BANANA",Vegetarian,Miscellaneous,0.1,11.9,0.7,51.3
"BABYFOOD,JUC,ORANGE&PNAPPL",Vegetarian,Miscellaneous,0.1,11.7,0.5,49.7
"BABYFOOD,JUC,PRUNE&ORANGE",Vegetarian,Miscellaneous,0.3,16.8,0.6,72.3
"BABYFOOD,JUC,MXD FRUIT",Vegetarian,Miscellaneous,0.1,11.6,0.1,47.7
"BABYFOOD,CEREAL,MXD,W/APPLSAUC&BANANAS,STRAINED",Vegetarian,Miscellaneous,0.5,17.9,1.2,80.9
"BABYFOOD,CEREAL,OATMEAL,W/APPLSAUC&BANANAS,STRAINED",Vegetarian,Miscellaneous,0.7,15.4,1.3,73.1
"BABYFOOD,CEREAL,OATMEAL,W/APPLSAUC&BANANAS,JUNIOR",Vegetarian,Miscellaneous,0.7,15.7,1.3,74.3
"BABYFOOD,CEREAL,RICE,W/APPLSAUC&BANANAS,STRAINED",Vegetarian,Miscellaneous,0.4,17.1,1.2,76.8
"BABYFOOD,DESSERT,DUTCH APPL,STRAINED",Vegetarian,Miscellaneous,0.9,16.7,0,74.9
"BABYFOOD,DESSERT,CHY VANILLA PUDD,STRAINED",Vegetarian,Miscellaneous,0.3,17.8,0.2,74.7
"BABYFOOD,DESSERT,FRUIT PUDD,ORANGE,STRAINED",Vegetarian,Miscellaneous,0.9,17.7,1.1,83.3
"BABYFOOD,DESSERT,PEACH COBBLER,STRAINED",Vegetarian,Miscellaneous,0,17.8,0.3,72.4
"BABYFOOD,DESSERT,FRUIT DSSRT,WO/VIT C,STRAINED",Vegetarian,Miscellaneous,0,16,0.3,65.2
"BABYFOOD,DESSERT,FRUIT DSSRT,WO/VIT C,JUNIOR",Vegetarian,Miscellaneous,0,17.2,0.3,70
"BABYFOOD,DESSERT,TROPICAL FRUIT,JUNIOR",Vegetarian,Miscellaneous,0,16.4,0.2,66.4
"BABYFOOD,DESSERT,CUSTARD PUDD,VANILLA,STRAINED",Vegetarian,Miscellaneous,2,16.1,1.6,88.8
"BABYFOOD,DESSERT,CUSTARD PUDD,VANILLA,JUNIOR",Vegetarian,Miscellaneous,0.98,17.59,1.76,86.22
"BABYFOOD,JUC,APPL&GRAPE",Vegetarian,Miscellaneous,0.2,11.4,0.1,47.8
"BABYFOOD,JUC,APPL GRAPE,W/CA",Vegetarian,Miscellaneous,0.1,12.7,0.2,52.5
"BABYFOOD,JUC,FRUIT PUNCH,W/CA",Vegetarian,Miscellaneous,0.1,12.7,0.2,52.5
"BABYFOOD,JUC,APPL&CHY",Vegetarian,Miscellaneous,0.2,9.9,0.1,41.8
"BABYFOOD,DINNER,MXD VEG,STRAINED",Vegetarian,Miscellaneous,0.1,9.5,1.2,43.7
"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JUNIOR",Vegetarian,Miscellaneous,0.2,17.8,0.4,74.6
"BABYFOOD,APPLS W/HAM,STRAINED",Vegetarian,Miscellaneous,0.9,10.9,2.6,62.1
"BABYFOOD,APPLS&TURKEY,STRAINED",Non-vegetarian,Miscellaneous,1.3,10.5,2.9,65.3
"BABYFOOD,DINNER,APPLS&CHICK,STRAINED",Non-vegetarian,Miscellaneous,1.38,10.87,2.16,64.54
"BABYFOOD,DINNER,SWT POTATOES&CHICK,STRAINED",Non-vegetarian,Miscellaneous,2.17,11.04,2.51,73.73
"BABYFOOD,CEREAL,BARLEY,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.3,16.3,4.6,113.3
"BABYFOOD,CEREAL,HI PROT,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.8,11.6,8.7,115.4
"BABYFOOD,CEREAL,MXD,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.5,15.9,4.8,114.3
"BABYFOOD,CEREAL,MXD,W/BANANAS,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.6,16.6,4.5,116.8
"BABYFOOD,CEREAL,OATMEAL,W/BANANAS,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.8,16,4.7,117
"BABYFOOD,CEREAL,OATMEAL,W/HONEY,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.9,15.3,5,116.3
"BABYFOOD,CEREAL,RICE,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.6,16.7,3.9,114.8
"BABYFOOD,CEREAL,RICE,W/HONEY,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.3,17.1,3.9,113.7
"BABYFOOD,CEREAL,MXD,W/HONEY,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.6,15.9,5,116
"BABYFOOD,CEREAL,HI PROT,W/APPL&ORANGE,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.9,13.4,6.9,116.3
"BABYFOOD,CEREAL,RICE,W/BANANAS,PREP W/WHL MILK",Vegetarian,Miscellaneous,3.5,17,4.2,116.3
"SALAD DRSNG,KRAFT MAYO FAT FREE MAYO DRSNG",eggetarian,Fats and Edible Oils,2.7,12.4,0.2,74.7
"SALAD DRSNG,KRAFT MIRACLE WHIP FREE NONFAT DRSNG",eggetarian,Fats and Edible Oils,2.7,15.5,0.2,87.1
"SALAD DRSNG,KRAFT FREE FAT FREE ITALIAN DRSNG",Vegetarian,Fats and Edible Oils,0.9,11,1.4,57.7
"SOUP,BLACK BEAN,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,1.32,15.42,4.83,92.88
"SOUP,BEAN W/HAM,CANNED,CHUNKY,READT TO SERVE,COMMERCIAL",vegetarian,Miscellaneous,3.5,11.16,5.19,96.9
"SOUP,CLAM CHOWDER,MANHATTAN,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,1.76,9.74,1.74,61.76
"SOUP,MINESTRONE,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,2.05,9.17,3.48,69.05
"SOUP,MUSHROOM BARLEY,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,1.8,9.6,1.5,60.6
"SOUP,PEA,SPLIT W/HAM,CANNED,CHUNKY,READT TO SERVE",vegetarian,Miscellaneous,1.66,11.17,4.62,78.1
"SOUP,CRM OF POTATO,CANNED,CONDENSED",vegetarian,Miscellaneous,1.88,9.14,1.39,59.04
"SOUP,TOMATO BF W/NOODLE,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,3.42,16.87,3.55,112.46
"SOUP,TOMATO RICE,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,2.12,17.08,1.64,93.96
"SOUP,VEGETARIAN VEG,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,1.58,9.78,1.72,60.22
"SOUP,VEG W/BF BROTH,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,1.56,10.7,2.42,66.52
"SAUCE,TERIYAKI,READT TO SERVE",Non-vegetarian,Miscellaneous,0,15.95,5.93,87.52
"SAUCE,BARBECUE SAUCE",Non-vegetarian,Miscellaneous,1.8,12.8,1.8,74.6
"SAUCE,NESTLE,CHEF-MATE HOT DOG CHILI SAU,READT TO SERVE",eggetarian,Miscellaneous,3.78,14.65,4.27,109.7
"SOUP,TOMATO,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,1.53,13.22,1.64,73.21
"SAUCE,OYSTER,READT TO SERVE",Non-vegetarian,Miscellaneous,0.25,10.92,1.35,51.33
"SOUP,PROGRESSO HEALTHY CLASSICS SPLIT PEA,CANNED,READT TO SERVE",vegetarian,Miscellaneous,0.92,11.83,3.85,71
"SOUP,PROGRESSO HEALTHY CLASSICS BF VEG,CANNED,READT TO SERVE",Non-vegetarian,Miscellaneous,0.64,10.25,4.18,63.48
"SOUP,PEA,GRN,CANNED,PREP W/EQ VOLUME MILK,COMMERCIAL",vegetarian,Miscellaneous,2.77,12.69,4.97,95.57
"SOUP,TOMATO BISQUE,CANNED,PREP W/EQ VOLUME MILK,COMMERCIAL",Non-vegetarian,Miscellaneous,2.63,11.73,2.51,80.63
"SOUP,BEAN W/PORK,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,2.35,9.01,3.12,69.67
"SOUP,PEA,GRN,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,1.17,10.6,3.44,66.69
"SOUP,PEA,SPLIT W/HAM,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,1.74,11.05,4.08,76.18
"SOUP,TOMATO BISQUE,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,1.02,9.6,0.92,51.26
"SOUP,SPLIT PEA W/HAM,CHUNKY,RED FAT,RED NA,READT TO SERVE,SINGLE BRAND",Non-vegetarian,Miscellaneous,1.1,11.3,5.2,75.9
"SAUCE,NESTLE,CONTADINA SPAGHETTI SAU,READT TO SERVE",Non-vegetarian,Miscellaneous,1.31,9.5,1.62,56.27
"SAUCE,PREGO 100% NAT SPAGHETTI SAU,TRADITIONAL,JAR",Non-vegetarian,Miscellaneous,3.9,16,1.7,105.9
"SAUCE,LIPTON,RAGU OLD WORLD STYLE SMOOTH PASTA SAU,TRAD,JAR",Non-vegetarian,Miscellaneous,2.1,9.69,1.5,63.66
"CEREALS,CORN GRITS,WHITE,REG,QUICK,ENR,COOKED W/H2O,WO/SALT,(CO",vegetarian,Cereals,0.2,13,1.4,59.4
"CEREALS,QUAKER,CORN GRITS,INST,PLN,PREP W/H2O",vegetarian,Cereals,0.19,15.06,1.61,68.39
"CEREALS,QUAKER,CORN GRITS,INST,CHEDDAR CHS FLAVOR,PREP W/H2O",vegetarian,Cereals,1.1,14.01,1.6,72.34
"CEREALS,QUAKER,CORN GRITS,INST,W/IMITN BACON BITS,PREP W/H2O",vegetarian,Cereals,0.32,14.78,1.88,69.52
"CEREALS,QUAKER,CORN GRITS,INST,W/IMITN HAM BITS,PREP W/H2O",vegetarian,Cereals,0.36,14.29,1.9,68
"CEREALS,CRM OF RICE,COOKED W/H2O,WO/SALT,(RICE)",vegetarian,Cereals,0.1,11.4,0.9,50.1
"CEREALS,CRM OF WHEAT,REG,COOKED W/H2O,WO/SALT,(WHEAT)",vegetarian,Cereals,0.2,11,1.5,51.8
"CEREALS,CRM OF WHEAT,QUICK,COOKED W/H2O,WO/SALT,(WHEAT)",vegetarian,Cereals,0.2,11.2,1.5,52.6
"CEREALS,CRM OF WHEAT,INST,PREP W/H2O,WO/SALT,(WHEAT)",vegetarian,Cereals,0.2,13.1,1.8,61.4
"CEREALS,CRM OF WHEAT,MIX'N EAT,PLN,PREP W/H2O,(WHEAT,CORN)",vegetarian,Cereals,0.2,15.1,1.9,69.8
"CEREALS,FARINA,ENR,COOKED W/H2O,WO/SALT,(WHEAT)",vegetarian,Cereals,0.1,10.6,1.4,48.9
"CEREALS,MALTEX,COOKED W/H2O,WO/SALT,(WHEAT)",vegetarian,Cereals,0.4,15.9,2.3,76.4
"CEREALS,MALT-O-MEAL,PLN&CHOC,COOKED W/H2O,WO/SALT",vegetarian,Cereals,0.1,10.7,1.5,49.7
"CEREALS,MAYPO,COOKED W/H2O,WO/SALT,(OATS W/OTHER GRAINS)",vegetarian,Cereals,1,13.3,2.4,71.8
"CEREALS,OATS,REG&QUICK&INST,WO/FORT,COOKED W/H2O,WO/SALT,(OATS)",vegetarian,Cereals,1,10.8,2.6,62.6
"CEREALS,OATS,INST,FORT,PLN,PREP W/H2O,(OATS)",vegetarian,Cereals,1,10.2,2.5,59.8
"CEREALS,QUAKER,OATMEAL,INST,W/APPLS&CINN,PREP W/H2O",vegetarian,Cereals,0.95,17.55,2.14,87.31
"CEREALS,OATS,INST,FORT,W/BRAN&RAISINS,PREP W/H2O",vegetarian,Cereals,1,15.6,2.5,81.4
"CEREALS,RALSTON,COOKED W/H2O,WO/SALT,(WHEAT)",vegetarian,Cereals,0.3,11.2,2.2,56.3
"CEREALS,ROMAN MEAL,PLN,COOKED W/H2O,WO/SALT",vegetarian,Cereals,0.4,13.7,2.7,69.2
"CEREALS,WHEATENA,COOKED W/H2O,(WHEAT)",vegetarian,Cereals,0.5,11.8,2,59.7
"CEREALS,WHL WHEAT HOT NAT CRL,COOKED W/H2O,WO/SALT,(WHEAT)",vegetarian,Cereals,0.4,13.7,2,66.4
"CEREALS,ROMAN MEAL W/OATS,COOKED W/H2O,WO/SALT",vegetarian,Cereals,0.8,14.2,3,76
"CEREALS,CORN GRITS,WHITE,REG,QUICK,ENR,COOKED W/H2O,W/SALT",vegetarian,Cereals,0.2,13,1.4,59.4
"CEREALS,CORN GRITS,WHITE,REG,QUICK,UNENR,COOKED W/H2O,WO/SALT",vegetarian,Cereals,0.2,13,1.4,59.4
"CEREALS,CORN GRITS,WHITE,REG,QUICK,UNENR,COOKED W/H2O,W/SALT",vegetarian,Cereals,0.2,13,1.4,59.4
"CEREALS,CORN GRITS,YEL,REG,QUICK,ENR,COOKED W/H2O,WO/SALT",vegetarian,Cereals,0.2,13,1.4,59.4
"CEREALS,CORN GRITS,YEL,REG,QUICK,ENR,COOKED W/H2O,W/SALT,(CORN)",vegetarian,Cereals,0.2,13,1.4,59.4
"CEREALS,CORN GRITS,YEL,REG,QUICK,UNENR,COOKED W/H2O,WO/SALT",vegetarian,Cereals,0.2,13,1.4,59.4
"CEREALS,CORN GRITS,YEL,REG,QUICK,UNENR,COOKED W/H2O,W/SALT",vegetarian,Cereals,0.2,13,1.4,59.4
"CEREALS,CRM OF RICE,COOKED W/H2O,W/SALT,(RICE)",vegetarian,Cereals,0.1,11.5,0.9,50.5
"CEREALS,CRM OF WHEAT,REG,COOKED W/H2O,W/SALT,(WHEAT)",vegetarian,Cereals,0.2,11,1.5,51.8
"CEREALS,CRM OF WHEAT,QUICK,COOKED W/H2O,W/SALT,(WHEAT)",vegetarian,Cereals,0.2,11.2,1.5,52.6
"CEREALS,CRM OF WHEAT,INST,PREP W/H2O,W/SALT,(WHEAT)",vegetarian,Cereals,0.2,13.1,1.8,61.4
"CEREALS,FARINA,ENR,COOKED W/H2O,W/SALT,(WHEAT)",vegetarian,Cereals,0.1,10.6,1.4,48.9
"CEREALS,FARINA,UNENR,COOKED W/H2O,WO/SALT,(WHEAT)",vegetarian,Cereals,0.1,10.6,1.4,48.9
"CEREALS,FARINA,UNENR,COOKED W/H2O,W/SALT,(WHEAT)",vegetarian,Cereals,0.1,10.6,1.4,48.9
"CEREALS,MALTEX,COOKED W/H2O,W/SALT (WHEAT)",vegetarian,Cereals,0.4,15.9,2.3,76.4
"CEREALS,MALT-O-MEAL,PLN&CHOC,COOKED W/H2O,W/SALT,(WHEAT,BARLEY)",vegetarian,Cereals,0.1,10.8,1.5,50.1
"CEREALS,MAYPO,COOKED W/H2O,W/SALT,(OATS W/OTHER GRAINS)",vegetarian,Cereals,1,13.3,2.4,71.8
"CEREALS,OATS,REG&QUICK&INST,WO/FORT,COOKED W/H2O,W/SALT,(OATS)",vegetarian,Cereals,1,10.8,2.6,62.6
"CEREALS,ROMAN MEAL,PLN,COOKED W/H2O,W/SALT",vegetarian,Cereals,0.4,13.7,2.7,69.2
"CEREALS,WHEATENA,COOKED W/H2O,W/SALT,(WHEAT)",vegetarian,Cereals,0.5,11.8,2,59.7
"CEREALS,WHL WHEAT HOT NAT CRL,COOKED W/H2O,W/SALT,(WHEAT)",vegetarian,Cereals,0.4,13.7,2,66.4
"CEREALS,ROMAN MEAL W/OATS,COOKED W/H2O,W/SALT",vegetarian,Cereals,0.8,14.2,3,76
"CEREALS,RALSTON,COOKED W/H2O,W/SALT,(OATS)",vegetarian,Cereals,0.3,11.2,2.2,56.3
"CEREALS,QUAKER,OATMEAL,INST,LO NA,PREP W/H2O",vegetarian,Cereals,1.79,16.67,3.59,97.15
"CEREALS,QUAKER,CREAMY WHEAT,FARINA,ENR,PREP W/H2O,NO SALT",vegetarian,Cereals,0.07,11.26,1.53,51.79
"CEREALS,QUAKER,CORN GRITS,INST,BUTTER FLAVOR,PREP W/H2O",vegetarian,Cereals,0.93,14.23,1.58,71.61
"CEREALS,QUAKER,CREAMY WHEAT,FARINA,ENR,PREP W/H2O,SALT",vegetarian,Cereals,0.07,11.24,1.53,51.71
"CEREALS,QUAKER,QUAKER MULTIGRAIN OATMEAL,PREP W/H2O,NO SALT",vegetarian,Cereals,0.47,13.49,2.08,66.51
"CEREALS,QUAKER,QUAKER MULTIGRAIN OATMEAL,PREP W/H2O,SALT",vegetarian,Cereals,0.47,13.47,2.07,66.39
"APPLES,RAW,WITH SKIN",vegetarian,Fruits,0.36,15.25,0.19,65
"APPLES,RAW,WITHOUT SKIN",vegetarian,Fruits,0.31,14.84,0.15,62.75
"APPLES,RAW,WO/SKN,COOKED,BLD",vegetarian,Fruits,0.36,13.64,0.26,58.84
"APPLES,RAW,WO/SKN,COOKED,MICROWAVE",vegetarian,Fruits,0.42,14.41,0.28,62.54
"APPLES,CANNED,SWTND,SLICED,DRND,UNHTD",vegetarian,Fruits,0.49,16.7,0.18,71.93
"APPLES,CANNED,SWTND,SLICED,DRND,HTD",vegetarian,Fruits,0.43,16.84,0.18,71.95
"APPLES,DRIED,SULFURED,STEWED,WO/ SUGAR",vegetarian,Fruits,0.07,15.32,0.22,62.79
"APPLESFROZEN,UNSWTND,UNHTD",vegetarian,Fruits,0.32,12.31,0.28,53.24
"APPLESFROZEN,UNSWTND,HTD",vegetarian,Fruits,0.33,12,0.29,52.13
"APPLE JUC,CANNED OR BTLD,UNSWTND,WO/ VIT C",vegetarian,Fruits,0.11,11.68,0.06,47.95
"APPLE JUCFROZEN CONC,UNSWTND,DIL W/3 VOLUME H2O WO/ VIT C",vegetarian,Fruits,0.1,11.54,0.14,47.62
"APPLESAUCE,CANNED,UNSWTND,WO/ VIT C",vegetarian,Fruits,0.05,11.29,0.17,46.29
"APRICOTS,RAW",vegetarian,Fruits,0.39,11.12,1.4,53.59
"APRICOTS,CANNED,JUC PK,W/SKN,SOL&LIQUIDS",vegetarian,Fruits,0.04,12.34,0.63,52.24
"APRICOTS,CANNED,EX LT SYRUP PK,W/SKN,SOL&LIQUIDS",vegetarian,Fruits,0.1,12.5,0.6,53.3
"APRICOTS,CANNED,LT SYRUP PK,W/SKN,SOL&LIQUIDS",vegetarian,Fruits,0.05,16.49,0.53,68.53
"APRICOT NECTAR,CANNED,WO/ VIT C",vegetarian,Fruits,0.09,14.39,0.37,59.85
"BLACKBIES,RAW",vegetarian,Fruits,0.39,12.76,0.72,57.43
"BLACKBIESFROZEN,UNSWTND",vegetarian,Fruits,0.43,15.67,1.18,71.27
"BLUEBIES,RAW",vegetarian,Fruits,0.38,14.13,0.67,62.62
"BLUEBIESFROZEN,UNSWTND",vegetarian,Fruits,0.64,12.17,0.42,56.12
"BOYSENBIESFROZEN,UNSWTND",vegetarian,Fruits,0.26,12.19,1.1,55.5
"CARISSA,(NATAL-PLUM),RAW",vegetarian,Fruits,1.3,13.63,0.5,68.22
"CHIES,SOUR,RED,RAW",vegetarian,Fruits,0.3,12.18,1,55.42
"CHIES,SOUR,REDFROZEN,UNSWTND",vegetarian,Fruits,0.44,11.02,0.92,51.72
"CHIES,SWEET,RAW",vegetarian,Fruits,0.96,16.55,1.2,79.64
"CHIES,SWT,CANNED,H2O PK,SOL&LIQUIDS",vegetarian,Fruits,0.13,11.76,0.77,51.29
"CHIES,SWT,CANNED,JUC PK,SOL&LIQUIDS",vegetarian,Fruits,0.02,13.81,0.91,59.06
"CHIES,SWT,CANNED,LT SYRUP PK,SOL&LIQUIDS",vegetarian,Fruits,0.15,17.29,0.61,72.95
"CRANBIES,RAW",vegetarian,Fruits,0.2,12.68,0.39,54.08
"CURRANTS,EUROPEAN BLACK,RAW",vegetarian,Fruits,0.41,15.38,1.4,70.81
