Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"SQUAB,(PIGEON),LT MEAT WO/SKN,RAW",Non-vegetarian,Meat products,4.52,0,21.76,127.72
"TURKEY,ALL CLASSES,MEAT&SKIN&GIBLETS&NECK,RAW",Non-vegetarian,Meat products,7.77,0.08,20.37,151.73
"TURKEY,ALL CLASSES,GIBLETS,RAW",Non-vegetarian,Meat products,4.2,2.09,19.36,123.6
"TURKEY,ALL CLASSES,GIBLETS,COOKED,SIMMERED,SOME GIBLET FAT",Non-vegetarian,Meat products,5.09,2.09,26.57,160.45
"TURKEY,HEART,ALL CLASSES,RAW",Non-vegetarian,Meat products,6.99,0.65,18.05,137.71
"TURKEY,HEART,ALL CLASSES,COOKED,SIMMERED",Non-vegetarian,Meat products,6.1,2.05,26.76,170.14
"TURKEY,LIVER,ALL CLASSES,COOKED,SIMMERED",Non-vegetarian,Meat products,5.95,3.43,23.97,163.15
"TURKEY,ALL CLASSES,NECK,MEAT ONLY,RAW",Non-vegetarian,Meat products,5.42,0,20.14,129.34
"TURKEY,ALL CLASSES,NECK,MEAT ONLY,COOKED,SIMMERED",Non-vegetarian,Meat products,7.26,0,26.84,172.7
"TURKEY,ALL CLASSES,LT MEAT,MEAT&SKIN,RAW",Non-vegetarian,Meat products,7.36,0,21.64,152.8
"TURKEY,ALL CLASSES,DK MEAT,RAW",Non-vegetarian,Meat products,4.38,0,20.07,119.7
"TURKEY,ALL CLASSES,BREAST,MEAT&SKIN,RAW",Non-vegetarian,Meat products,7.02,0,21.89,150.74
"TURKEY,ALL CLASSES,LEG,MEAT&SKIN,RAW",Non-vegetarian,Meat products,6.72,0,19.54,138.64
"TURKEY,FRYER-ROASTERS,MEAT&SKIN&GIBLETS&NECK,RAW",Non-vegetarian,Meat products,4.25,0.05,22.15,127.05
"TURKEY,FRYER-ROASTERS,MEAT&SKIN,RAW",Non-vegetarian,Meat products,4.25,0,22.37,127.73
"TURKEY,FRYER-ROASTERS,DK MEAT,MEAT&SKIN,RAW",Non-vegetarian,Meat products,4.79,0,20.06,123.35
"TURKEY,FRYER-ROASTERS,BACK,MEAT&SKIN,RAW",Non-vegetarian,Meat products,7.27,0,19.89,144.99
"TURKEY,FRYER-ROASTERS,WING,MEAT&SKIN,RAW",Non-vegetarian,Meat products,7.72,0,20.85,152.88
"TURKEY,YOUNG HEN,DK MEAT,MEAT ONLY,RAW",Non-vegetarian,Meat products,4.88,0,20.07,124.2
"TURKEY,YOUNG HEN,LEG,MEAT&SKIN,RAW",Non-vegetarian,Meat products,7.5,0,19.46,145.34
"TURKEY,YOUNG TOM,MEAT&SKIN&GIBLETS&NECK,RAW",Non-vegetarian,Meat products,7.21,0.08,20.39,146.77
"TURKEY,YOUNG TOM,MEAT&SKIN,RAW",Non-vegetarian,Meat products,7.43,0,20.45,148.67
"TURKEY,YOUNG TOM,LT MEAT,MEAT&SKIN,RAW",Non-vegetarian,Meat products,7.04,0,21.63,149.88
"TURKEY,YOUNG TOM,DK MEAT,MEAT&SKIN,RAW",Non-vegetarian,Meat products,7.89,0,19.05,147.21
"TURKEY,YOUNG TOM,DK MEAT,MEAT ONLY,RAW",Non-vegetarian,Meat products,4.11,0,20.04,117.15
"TURKEY,YOUNG TOM,BREAST,MEAT&SKIN,RAW",Non-vegetarian,Meat products,6.34,0,21.96,144.9
"TURKEY,YOUNG TOM,LEG,MEAT&SKIN,RAW",Non-vegetarian,Meat products,6.34,0,19.54,135.22
"CHICKEN,CANNED,MEAT ONLY,W/BROTH",Non-vegetarian,Meat products,7.95,0,21.77,158.63
"TURKEY,CANNED,MEAT ONLY,W/BROTH",Non-vegetarian,Meat products,6.86,0,23.68,156.46
"TURKEY,DICED,LT&DK MEAT,SEASONED",Non-vegetarian,Meat products,6,1,18.7,132.8
"TURKEY RST,BONELESSFROZEN,SEASONED,LT&DK MEAT,ROASTED",Non-vegetarian,Meat products,5.78,3.07,21.32,149.58
"CHICKEN ROLL,LIGHT MEAT",Non-vegetarian,Meat products,7.38,2.45,19.53,154.34
"CORNED BEEF LOAF,JELLIED",Non-vegetarian,Meat products,6.1,0,22.9,146.5
"HAM,SLICED,EX LN,(APPROX 5% FAT)",Non-vegetarian,Meat products,4.96,0.97,19.35,125.92
"PASTRAMI,TURKEY",Non-vegetarian,Meat products,6.21,1.66,18.36,135.97
"LUXURY LOAF,PORK",Non-vegetarian,Meat products,4.8,4.9,18.4,136.4
"TURKEY HAM,CURED TURKEY THIGH MEAT",Non-vegetarian,Meat products,5.08,0.37,18.93,122.92
"TURKEY ROLL,LIGHT MEAT",Non-vegetarian,Meat products,7.22,0.53,18.7,141.9
"TURKEY ROLL,LT&DK MEAT",Non-vegetarian,Meat products,6.99,2.13,18.14,143.99
"LOUIS RICH,TURKEY HAM (10% H2O)",Non-vegetarian,Meat products,4.1,0.9,18.2,113.3
"CARL BUDDIG,COOKED CORNED BF,CHOPD,PRESSED",Non-vegetarian,Meat products,6.8,1,19.3,142.4
"CARL BUDDIG,SMOKED SLICED BF",Non-vegetarian,Meat products,6.5,0.6,19.3,138.1
"CARL BUDDIG. CKD SMOKED BF PASTRAMI,CHOPD,PRESSED",Non-vegetarian,Meat products,6.5,1,19.6,140.9
"PORK,FRSH,COMP OF RTL CUTS (LEG,LOIN,SHLDR),LN,RAW",Non-vegetarian,Meat products,5.88,0,21.07,137.2
"PORK,FRSH,LEG (HAM),WHL,LN,RAW",Non-vegetarian,Meat products,5.41,0,20.48,130.61
"PORK,FRSH,LEG (HAM),RUMP HALF,LN,RAW",Non-vegetarian,Meat products,5.19,0,21.24,131.67
"PORK,FRSH,LEG (HAM),SHANK HALF,LN,RAW",Non-vegetarian,Meat products,5.63,0,20.62,133.15
"PORK,FRSH,LOIN,WHL,LN,RAW",Non-vegetarian,Meat products,5.66,0,21.43,136.66
"PORK,FRSH,LOIN,CNTR LOIN (CHOPS OR ROASTS),BONE-IN,LN,RAW",Non-vegetarian,Meat products,5.04,0,22.04,133.52
"PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BONE-IN,LN,RAW",Non-vegetarian,Meat products,6.01,0,22.11,142.53
"PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BONE-IN,LN,RAW",Non-vegetarian,Meat products,5.76,0,21.06,136.08
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BONELESS,LN,RAW",Non-vegetarian,Meat products,5.31,0,21.8,134.99
"PORK,FRSH,SHLDR,WHL,LN,RAW",Non-vegetarian,Meat products,7.14,0,19.55,142.46
"PORK,FRSH,SHLDR,ARM PICNIC,LN,RAW",Non-vegetarian,Meat products,6.16,0,19.75,134.44
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,HEART,COOKED,BRSD",Non-vegetarian,Meat products,5.05,0.4,23.6,141.45
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,KIDNEYS,COOKED,BRSD",Non-vegetarian,Meat products,4.7,0,25.4,143.9
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,LIVER,COOKED,BRSD",Non-vegetarian,Meat products,4.4,3.76,26.02,158.72
"PORK,CURED,CANADIAN-STYLE BACON,UNHTD",Non-vegetarian,Meat products,6.97,1.68,20.64,152.01
"PORK,CURED,HAM,BONELESS,EX LN (APPROX 5% FAT),ROASTED",Non-vegetarian,Meat products,5.53,1.5,20.93,139.49
"PORK,CURED,HAM,EX LN (APPROX 4% FAT),CANNED,UNHTD",Non-vegetarian,Meat products,4.56,0,18.49,115
"PORK,CURED,HAM,EX LN (APPROX 4% FAT),CANNED,ROASTED",Non-vegetarian,Meat products,4.88,0.52,21.16,130.64
"PORK,CURED,HAM,STEAK,BONELESS,EX LN,UNHTD",Non-vegetarian,Meat products,4.25,0,19.56,116.49
"PORK,CURED,HAM,WHL,LN,UNHTD",Non-vegetarian,Meat products,5.71,0.05,22.32,140.87
"PORK,CURED,HAM,WHL,LN,ROASTED",Non-vegetarian,Meat products,5.5,0,25.05,149.7
"PORK,CURED,SHLDR,ARM PICNIC,LN,ROASTED",Non-vegetarian,Meat products,7.04,0,24.94,163.12
"PORK,CURED,HAM,BONELESS,EX LN&REG,ROASTED",Non-vegetarian,Meat products,7.66,0.5,21.97,158.82
"PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BONELESS,LN,RAW",Non-vegetarian,Meat products,6.48,0,21.8,145.52
"PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BONELESS,LN&FAT,RAW",Non-vegetarian,Meat products,6.31,0,20.57,139.07
"PORK,FRSH,LOIN,SIRLOIN (CHOPS OR ROASTS),BONELESS,LN,RAW",Non-vegetarian,Meat products,4.22,0,21.06,122.22
"PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,RAW",Non-vegetarian,Meat products,5.41,0,20.54,130.85
"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BONELESS,LN,RAW",Non-vegetarian,Meat products,5.28,0,21.8,134.72
"PORK,FRSH,COMP OF RTL CUTS (LOIN&SHLDR BLADE),LN,RAW",Non-vegetarian,Meat products,5.88,0,21.23,137.84
"USDA COMMODITY,PORK,CURED,HAM,BONELESS,COOKED,HTD",Non-vegetarian,Meat products,7.62,0,18.84,143.94
"HORMEL ALWAYS TENDER,BONELESS PORK LOIN,FRSH PORK",Non-vegetarian,Meat products,7.18,0.76,19.02,143.74
