Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"PORK,FRSH,SHLDR,BLADE,BOSTON (STEAKS),LN,COOKED,BRLD",Non-vegetarian,Meat products,12.54,0,26.74,219.82
"PORK,FRSH,SHLDR,BLADE,BOSTON (ROASTS),LN,COOKED,ROASTED",Non-vegetarian,Meat products,14.3,0,24.21,225.54
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,EARSFROZEN,RAW",Non-vegetarian,Meat products,15.1,0.6,22.45,228.1
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,PANCREAS,RAW",Non-vegetarian,Meat products,13.24,0,18.56,193.4
"PORK,FRSH,LOIN,BLADE (CHOPS),BONE-IN,LN,COOKED,PAN-FRIED",Non-vegetarian,Meat products,15.08,0,24.74,234.68
"PORK,CURED,HAM,REG (APPROX 13% FAT),CANNED,ROASTED",Non-vegetarian,Meat products,15.2,0.42,20.53,220.6
"PORK,CURED,HAM,CNTR SLICE,LN&FAT,UNHTD",Non-vegetarian,Meat products,12.9,0.05,20.17,196.98
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,FEET,COOKED,SIMMERED",Non-vegetarian,Meat products,12.4,0,19.2,188.4
"PORK,FRSH,COMP (LEG,LOIN,SHLDR,&SPARERIBS),LN&FAT,RAW",Non-vegetarian,Meat products,14.95,0,18.95,210.35
"PORK,FRSH,LOIN,CNTR RIB (CHOPS OR ROASTS),BONELESS,LN&FAT,RAW",Non-vegetarian,Meat products,14.01,0,19.9,205.69
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONELESS,LN&FAT,COOKED,BRSD",Non-vegetarian,Meat products,15.79,0,26.29,247.27
"PORK,FRSH,LOIN,CNTR RIB (ROASTS),BONELESS,LN&FAT,COOKED,ROASTED",Non-vegetarian,Meat products,15.15,0,26.99,244.31
"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,COOKED,BRSD",Non-vegetarian,Meat products,13.6,0,26.04,226.56
"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN,COOKED,ROASTED",Non-vegetarian,Meat products,14.81,0,26.6,239.69
"PORK,FRSH,COMP OF RTL CUTS (LOIN&SHLDR BLADE),LN&FAT,RAW",Non-vegetarian,Meat products,12.9,0,19.53,194.22
