Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"SOUP,CRM OF POTATO,CANNED,PREP W/EQ VOLUME MILK,COMMERCIAL",vegetarian,Miscellaneous,2.6,6.92,2.33,60.4
"SOUP,CRM OF SHRIMP,CANNED,PREP W/EQ VOLUME MILK,COMMERCIAL",Non-vegetarian,Miscellaneous,3.75,5.61,2.75,67.19
"SAUCE,LA VICTORIA,LA VICTORIA RED TACO SAU,MILD",Non-vegetarian,Miscellaneous,0.42,8.21,1.34,41.98
"SAUCE,LA VICTORIA,LA VICTORIA RED TACO SAU,MED",Non-vegetarian,Miscellaneous,0.42,8.21,1.34,41.98
"SAUCE,LA VICTORIA,LA VICTORIA GRN TACO SAU,MILD",Non-vegetarian,Miscellaneous,0.36,5.82,0.79,29.68
"SAUCE,LA VICTORIA,LA VICTORIA GRN TACO SAU,MED",Non-vegetarian,Miscellaneous,0.36,5.82,0.79,29.68
"SAUCE,LA VICTORIA,SALSA BRAVA,HOT",Non-vegetarian,Miscellaneous,1.11,6.16,1.36,40.07
"SAUCE,LA VICTORIA,LA VICTORIA SALSA VICTORIA,HOT",Non-vegetarian,Miscellaneous,0.27,4.43,0.92,23.83
"SAUCE,LA VICTORIA,LA VICTORIA SALSA RANCHERA,HOT",Non-vegetarian,Miscellaneous,0.3,5.44,1.29,29.62
"SAUCE,LA VICTORIA,LA VICTORIA SALSA PICANTE,MILD",Non-vegetarian,Miscellaneous,0.29,4.82,1.19,26.65
"SAUCE,LA VICTORIA,LA VICTORIA SALSA PICANTE,MED",Non-vegetarian,Miscellaneous,0.34,4.97,1.22,27.82
"SAUCE,LA VICTORIA,LA VICTORIA SALSA SUPREMA,MILD",Non-vegetarian,Miscellaneous,0.3,5.4,0.79,27.46
"SAUCE,LA VICTORIA,LA VICTORIA SALSA SUPREMA,MED",Non-vegetarian,Miscellaneous,0.26,4.65,1.16,25.58
"SAUCE,LA VICTORIA,LA VICTORIA GRN CHILE SALSA,MILD",Non-vegetarian,Miscellaneous,0.25,4.3,1.3,24.65
"SAUCE,LA VICTORIA,LA VICTORIA THICK 'N CHUNKY SALSA,MILD",Non-vegetarian,Miscellaneous,0.29,4.88,0.88,25.65
"SAUCE,LA VICTORIA,LA VICTORIA THICK 'N CHUNKY SALSA,MED",Non-vegetarian,Miscellaneous,0.34,4.39,1.19,25.38
"SAUCE,LA VICTORIA,LA VICTORIA THICK 'N CHUNKY SALSA,HOT",Non-vegetarian,Miscellaneous,0.35,4.63,1.53,27.79
"SAUCE,LA VICTORIA,GRN SALSA JALAPENA",Non-vegetarian,Miscellaneous,1.09,4.7,0.92,32.29
"SAUCE,LA VICTORIA,RED SALSA JALAPENA",Non-vegetarian,Miscellaneous,0.59,7.24,1.45,40.07
"SAUCE,LA VICTORIA,LA VICTORIA ENCHILADA SAU",Non-vegetarian,Miscellaneous,1.45,4.62,0.32,32.81
"SOUP,TOMATO,CANNED,PREP W/EQ VOLUME MILK,COMMERCIAL",vegetarian,Miscellaneous,2.42,8.99,2.46,67.58
"SOUP,CRM OF ASPARAGUS,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",vegetarian,Miscellaneous,1.68,4.38,0.94,36.4
"SOUP,BLACK BEAN,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",vegetarian,Miscellaneous,0.61,8.02,2.28,46.69
"SOUP,BEAN W/FRANKFURTERS,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,2.79,8.8,3.99,76.27
"SOUP,BF NOODLE,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,1.26,3.68,1.98,33.98
"SOUP,CRM OF CELERY,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",vegetarian,Miscellaneous,2.29,3.62,0.68,37.81
"SOUP,CHICKEN W/DUMPLINGS,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,2.29,2.51,2.33,39.97
"SOUP,CHICKEN BROTH,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,0.57,0.38,2.02,14.73
"SOUP,CRM OF CHICK,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,3.02,3.8,1.41,48.02
"SOUP,CHICKEN GUMBO,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,0.59,3.43,1.08,23.35
"SOUP,CHICKEN NOODLE,CANNED,PREP W/EQ VOLUME H2O,COMMERCIAL",Non-vegetarian,Miscellaneous,1.02,3.88,1.68,31.42
